"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 28 11:37:55 GMT 2023","Tue Mar 28 11:37:56 GMT 2023","227","tests","test_add_new_student","","","","test_update_new_student[7081053]",""
"passed","Tue Mar 28 11:37:57 GMT 2023","Tue Mar 28 11:37:57 GMT 2023","229","tests","test_technical_details","","","","test_technical_student_details[7159566]",""
"passed","Tue Mar 28 11:37:53 GMT 2023","Tue Mar 28 11:37:55 GMT 2023","1711","tests","test_add_new_student","","","","test_get_student_data[7081053]",""
"passed","Tue Mar 28 11:37:55 GMT 2023","Tue Mar 28 11:37:55 GMT 2023","246","tests","test_add_new_student","","","","test_add_new_student[7081053]",""
"passed","Tue Mar 28 11:37:56 GMT 2023","Tue Mar 28 11:37:56 GMT 2023","228","tests","test_end_to_end","","","","test_add_new_data[7081053]",""
"passed","Tue Mar 28 11:37:56 GMT 2023","Tue Mar 28 11:37:57 GMT 2023","1219","tests","test_technical_details","","","","test_get_technical_student_details[7159566]",""
